Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-02 03:00:00,51.25,71.75,2.30,13.50,9.05,14.62,9.30,0.82,58.88,4.03,10.55,0.02,NA,NA,NA,17.05,78.00,2.95,206.50,0.00,0.00,7.00,763.25,NA
2020-01-02 04:00:00,51.25,71.25,1.48,14.95,9.15,10.30,9.93,0.82,61.62,4.10,9.68,0.08,NA,NA,NA,17.45,74.25,3.05,198.75,0.00,0.00,7.00,764.50,NA
2020-01-02 05:00:00,50.00,70.25,2.38,17.65,11.30,9.18,8.75,0.81,62.90,4.10,5.15,0.05,NA,NA,NA,17.50,74.00,3.05,224.25,0.00,0.00,7.00,764.50,NA
2020-01-02 06:00:00,51.25,67.50,2.00,20.45,12.48,9.45,8.17,0.88,69.82,3.45,3.00,0.20,NA,NA,NA,18.08,73.00,2.47,164.50,0.00,0.00,7.50,766.25,NA
2020-01-02 07:00:00,47.25,76.50,2.97,19.05,12.52,10.38,8.55,0.91,67.90,4.05,6.43,0.35,NA,NA,NA,18.32,73.25,2.85,133.50,0.00,0.00,26.50,767.50,NA
2020-01-02 08:00:00,50.75,83.75,2.60,22.65,14.18,10.12,8.95,0.98,60.85,4.18,5.18,0.43,NA,NA,NA,18.77,70.75,2.98,140.75,0.00,0.00,78.50,768.75,NA
2020-01-02 09:00:00,50.00,95.50,3.35,26.08,16.58,12.02,8.75,1.00,63.90,4.40,4.30,0.88,NA,NA,NA,20.02,67.25,2.92,154.00,0.00,0.00,138.25,769.00,NA
2020-01-02 10:00:00,50.25,108.75,5.30,37.47,24.20,14.97,10.15,1.19,54.00,4.92,5.92,1.32,NA,NA,NA,21.90,65.75,2.98,196.75,0.00,0.00,311.50,768.75,NA
2020-01-02 11:00:00,51.00,117.00,4.50,25.70,17.30,16.20,7.80,1.09,51.00,5.05,10.60,1.45,NA,NA,NA,23.55,64.50,3.40,170.50,0.00,0.00,348.00,763.50,NA
2020-01-02 12:00:00,48.50,102.00,3.15,28.35,17.60,10.05,10.20,1.05,58.65,4.50,6.00,1.25,NA,NA,NA,22.70,66.00,3.55,166.50,0.00,0.00,187.50,764.50,NA
2020-01-02 13:00:00,45.25,103.50,3.95,34.12,21.40,9.95,10.85,1.15,58.75,4.78,6.78,1.65,NA,NA,NA,22.30,68.75,2.98,187.75,0.00,0.00,166.00,763.75,NA
2020-01-02 14:00:00,49.00,96.00,4.12,34.62,21.75,9.85,10.75,1.18,66.28,4.65,6.72,1.80,NA,NA,NA,22.15,70.25,2.50,196.25,0.00,0.00,116.00,763.00,NA
2020-01-02 15:00:00,49.50,99.00,4.18,40.20,24.78,10.65,13.40,1.20,56.08,5.38,10.18,2.10,NA,NA,NA,22.12,69.50,2.70,219.50,0.00,0.00,107.00,762.50,NA
2020-01-02 16:00:00,52.25,103.25,2.25,30.32,17.90,10.85,13.85,1.13,71.40,5.35,12.08,2.12,NA,NA,NA,21.38,71.50,2.72,144.00,0.00,0.00,44.00,762.00,NA
2020-01-02 17:00:00,47.75,99.00,2.75,42.38,24.75,11.40,15.35,1.27,55.72,5.05,8.80,1.68,NA,NA,NA,20.60,73.75,2.60,167.75,0.00,0.00,8.25,762.25,NA
2020-01-02 18:00:00,51.75,103.00,2.98,55.10,31.75,12.28,8.65,1.41,52.98,6.32,10.25,2.82,NA,NA,NA,20.42,74.00,1.95,140.25,0.00,0.00,7.00,764.25,NA
2020-01-02 19:00:00,58.75,110.50,5.12,59.28,35.70,12.65,5.88,1.56,45.65,7.32,13.08,3.52,NA,NA,NA,20.38,73.00,2.00,161.75,0.00,0.00,7.00,765.75,NA
2020-01-02 20:00:00,64.25,122.00,4.95,56.20,33.90,12.75,5.72,1.50,46.03,7.30,13.95,3.48,NA,NA,NA,20.20,73.50,2.15,204.50,0.00,0.00,7.00,766.50,NA
2020-01-02 21:00:00,65.75,116.75,4.42,45.58,27.85,11.70,5.35,1.41,52.42,7.52,11.55,2.82,NA,NA,NA,20.02,74.00,2.05,225.75,0.00,0.00,7.00,766.75,NA
2020-01-02 22:00:00,66.50,117.50,3.12,38.02,22.75,11.42,3.48,1.26,54.02,6.72,12.72,2.55,NA,NA,NA,19.85,75.25,2.38,248.50,0.00,0.00,7.00,766.00,NA
2020-01-02 23:00:00,62.00,113.00,2.22,24.08,14.62,11.65,3.52,1.12,64.35,5.82,12.48,1.40,NA,NA,NA,19.52,76.00,2.25,256.50,0.00,0.00,7.00,765.25,NA
2020-01-03 00:00:00,61.00,99.00,2.00,17.68,11.02,11.25,8.02,0.97,70.97,5.03,12.50,0.75,NA,NA,NA,19.35,77.00,2.22,173.25,0.00,0.00,7.00,763.50,NA
2020-01-03 01:00:00,60.50,98.50,2.30,17.33,11.08,11.48,9.12,0.97,68.12,4.90,16.73,0.40,NA,NA,NA,19.20,77.25,2.18,185.00,0.00,0.00,7.00,762.75,NA
2020-01-03 02:00:00,59.50,94.00,2.30,14.82,9.78,13.30,8.83,0.98,71.50,5.35,18.38,0.38,NA,NA,NA,18.48,80.25,1.75,213.25,0.00,0.00,7.00,761.25,NA
2020-01-03 03:00:00,51.50,84.00,1.90,14.52,9.25,14.75,9.45,0.96,65.22,5.05,15.68,0.35,NA,NA,NA,18.60,81.00,1.95,239.50,0.00,0.00,7.00,761.00,NA
2020-01-03 04:00:00,47.25,80.00,2.95,13.60,9.65,10.50,8.72,0.96,70.95,4.15,7.92,0.32,NA,NA,NA,18.98,80.25,1.72,172.25,0.00,0.00,7.00,760.75,NA
2020-01-03 05:00:00,42.75,77.75,2.30,21.30,13.22,10.30,9.93,1.02,64.40,4.30,4.50,0.40,NA,NA,NA,19.12,79.75,1.30,189.75,0.00,0.00,7.00,761.50,NA
2020-01-03 06:00:00,53.50,79.75,2.72,25.92,16.02,10.28,8.72,1.03,59.88,4.32,4.82,0.55,NA,NA,NA,18.83,79.50,1.80,144.00,0.00,0.00,7.25,762.25,NA
2020-01-03 07:00:00,54.75,84.50,4.25,40.72,25.10,11.25,7.42,1.16,49.53,5.40,12.20,0.77,NA,NA,NA,19.25,79.00,1.68,173.50,0.00,0.00,44.00,763.75,NA
2020-01-03 08:00:00,62.75,103.50,6.70,42.90,28.30,10.73,8.12,1.29,54.05,6.00,12.75,1.42,NA,NA,NA,21.85,74.75,1.75,204.75,0.00,0.00,168.50,765.25,NA
2020-01-03 09:00:00,61.25,110.00,4.53,34.52,22.02,13.05,8.62,1.23,59.48,6.43,17.90,2.05,NA,NA,NA,23.60,71.75,2.42,153.00,0.00,0.00,232.00,766.00,NA
2020-01-03 10:00:00,56.75,105.25,4.10,26.80,17.55,16.85,8.80,1.20,65.75,5.60,12.35,1.50,NA,NA,NA,24.10,71.50,2.85,149.50,0.00,0.00,322.00,764.50,NA
2020-01-03 11:00:00,51.50,101.25,4.15,27.30,17.90,18.30,10.55,1.16,70.12,5.35,9.02,1.50,NA,NA,NA,25.65,69.00,3.18,123.75,0.00,0.00,381.00,762.75,NA
2020-01-03 12:00:00,54.25,102.00,4.80,22.60,15.95,10.98,9.80,1.11,75.08,4.85,5.82,1.30,NA,NA,NA,24.30,72.00,3.52,113.25,0.00,0.00,325.00,759.50,NA
2020-01-03 13:00:00,48.75,90.25,3.20,20.42,13.48,10.68,8.60,1.04,70.40,4.47,5.58,1.27,NA,NA,NA,23.60,73.75,3.65,104.50,0.00,0.00,265.00,758.25,NA
2020-01-03 14:00:00,42.25,76.00,3.75,17.48,12.35,9.05,5.45,0.92,63.52,3.58,4.20,1.00,NA,NA,NA,22.75,77.25,3.22,110.75,0.00,0.00,210.50,757.75,NA
2020-01-03 15:00:00,27.00,58.75,3.00,13.32,9.50,9.10,5.80,0.88,67.55,3.22,4.12,0.98,NA,NA,NA,22.92,77.25,3.85,83.75,0.00,0.00,173.75,757.00,NA
2020-01-03 16:00:00,39.25,68.50,2.90,23.45,14.82,12.25,5.50,1.08,67.40,3.35,3.65,0.95,NA,NA,NA,22.22,79.00,3.15,96.75,0.00,0.00,52.75,746.25,NA
2020-01-03 17:00:00,59.00,96.00,2.70,29.15,17.70,13.35,5.45,1.27,65.30,5.48,6.50,1.65,NA,NA,NA,21.85,80.50,3.03,91.00,0.00,0.00,8.00,738.50,NA
2020-01-03 18:00:00,61.25,110.00,2.97,32.28,19.58,11.90,7.88,1.34,65.00,6.10,7.92,2.22,NA,NA,NA,21.45,81.00,3.18,84.25,0.00,0.00,7.00,759.50,NA
2020-01-03 19:00:00,59.00,107.00,2.65,29.22,17.70,12.92,6.65,1.35,52.42,5.95,7.98,2.28,NA,NA,NA,20.85,82.00,3.00,118.00,0.00,0.00,7.00,760.00,NA
2020-01-03 20:00:00,73.50,120.75,3.20,23.08,14.92,12.05,5.60,1.17,46.62,5.60,6.22,1.55,NA,NA,NA,20.15,82.00,3.03,132.00,0.00,0.00,7.00,761.00,NA
2020-01-03 21:00:00,51.25,85.50,3.20,19.18,12.80,10.90,5.15,1.09,48.88,4.80,5.05,1.20,NA,NA,NA,19.82,82.25,2.68,135.25,0.00,0.00,7.00,761.75,NA
2020-01-03 22:00:00,43.00,72.00,3.12,14.12,10.07,9.95,4.97,0.94,48.48,4.25,3.78,0.85,NA,NA,NA,19.45,83.00,2.85,137.75,0.00,0.00,7.00,762.00,NA
2020-01-03 23:00:00,35.00,61.00,1.92,11.73,7.78,9.90,4.32,0.86,48.28,3.78,2.62,0.48,NA,NA,NA,19.25,82.00,2.78,136.75,0.00,0.00,7.00,761.00,NA
2020-01-04 00:00:00,27.00,60.25,3.18,11.32,8.62,9.30,8.68,0.86,44.02,3.60,2.12,0.20,NA,NA,NA,18.70,82.25,3.10,155.00,0.00,0.00,7.00,760.00,NA
2020-01-04 01:00:00,28.00,65.00,2.33,13.68,9.20,10.05,9.27,0.87,46.80,3.88,3.18,0.15,NA,NA,NA,18.05,82.00,2.38,177.25,0.00,0.00,7.00,759.25,NA
2020-01-04 02:00:00,31.75,71.25,2.42,16.27,10.60,11.70,10.32,0.92,37.45,4.18,9.48,0.30,NA,NA,NA,17.73,82.00,2.45,195.25,0.00,0.00,7.00,758.00,NA
2020-01-04 03:00:00,38.75,73.25,2.82,12.60,8.98,14.20,10.22,0.90,44.35,4.43,11.27,0.30,NA,NA,NA,17.50,81.00,2.02,222.75,0.00,0.00,7.00,758.00,NA
2020-01-04 04:00:00,32.50,55.00,1.78,16.18,10.07,10.15,11.02,0.88,45.00,4.00,6.92,0.20,NA,NA,NA,17.48,80.50,2.17,185.50,0.00,0.00,7.00,758.00,NA
2020-01-04 05:00:00,25.00,42.75,3.03,21.35,13.82,9.73,10.80,0.96,40.90,4.18,9.20,0.32,NA,NA,NA,17.20,81.50,1.72,209.75,0.00,0.00,7.00,759.00,NA
2020-01-04 06:00:00,25.75,43.25,5.45,30.90,20.88,10.05,10.07,1.03,34.93,4.75,14.92,0.55,NA,NA,NA,16.73,83.75,2.33,189.75,0.00,0.00,7.25,758.75,NA
2020-01-04 07:00:00,30.25,50.25,6.90,34.72,24.10,10.55,10.30,1.11,29.05,5.35,15.58,0.85,NA,NA,NA,17.23,83.75,2.10,249.25,0.00,0.00,31.50,760.50,NA
2020-01-04 08:00:00,36.75,61.75,6.52,36.85,24.90,10.60,9.88,1.25,28.22,5.88,11.42,1.12,NA,NA,NA,18.18,82.50,2.28,166.00,0.00,0.00,101.75,762.00,NA
2020-01-04 09:00:00,33.75,66.25,6.98,32.50,22.98,12.05,9.70,1.27,29.62,6.28,15.42,1.78,NA,NA,NA,19.42,80.50,2.58,168.50,0.00,0.00,163.00,762.50,NA
2020-01-04 10:00:00,29.25,66.00,8.80,32.90,24.65,15.85,10.60,1.34,29.78,5.80,12.58,1.65,NA,NA,NA,20.70,78.00,2.90,199.25,0.00,0.00,219.00,761.75,NA
2020-01-04 11:00:00,31.50,65.50,7.15,33.90,23.80,15.40,11.20,1.12,37.28,5.82,13.52,2.28,NA,NA,NA,21.88,74.50,2.70,180.75,0.00,0.00,292.00,760.25,NA
2020-01-04 12:00:00,16.00,44.25,4.57,18.92,13.80,8.62,10.82,0.92,49.15,4.12,6.62,1.55,NA,NA,NA,22.78,72.00,3.05,117.50,0.00,0.00,346.25,757.50,NA
2020-01-04 13:00:00,10.25,40.25,3.75,16.60,11.92,9.05,10.32,0.92,56.05,3.60,5.15,1.08,NA,NA,NA,22.12,73.50,4.07,97.50,0.00,0.00,377.50,756.00,NA
2020-01-04 14:00:00,9.50,41.50,3.65,18.12,12.58,8.82,9.18,0.92,60.05,3.32,4.25,0.92,NA,NA,NA,22.10,73.75,3.35,95.00,0.00,0.00,225.50,755.25,NA
2020-01-04 15:00:00,8.25,39.25,3.82,19.80,13.65,8.77,9.15,0.95,56.92,3.35,4.70,1.00,NA,NA,NA,21.15,76.25,3.18,92.50,0.00,0.00,103.00,755.50,NA
2020-01-04 16:00:00,10.50,39.50,3.53,21.88,14.50,8.70,9.10,0.95,52.35,3.58,5.35,1.27,NA,NA,NA,20.70,77.50,3.40,100.25,0.00,0.00,80.50,756.25,NA
2020-01-04 17:00:00,15.50,39.25,3.18,24.88,15.80,9.77,8.82,1.03,46.98,3.55,5.45,1.40,NA,NA,NA,19.88,79.75,2.48,133.00,0.00,0.00,8.00,757.50,NA
2020-01-04 18:00:00,16.50,42.25,3.30,24.42,15.65,10.10,9.10,0.96,46.58,3.80,5.78,1.52,NA,NA,NA,19.75,80.00,2.52,142.25,0.00,0.00,7.00,758.25,NA
2020-01-04 19:00:00,14.25,38.25,1.83,24.28,14.40,10.32,8.18,0.94,46.15,3.58,5.45,1.45,NA,NA,NA,19.73,80.00,2.68,125.50,0.00,0.00,7.00,759.25,NA
2020-01-04 20:00:00,12.75,32.50,2.48,21.90,13.68,10.30,6.80,0.89,44.48,3.35,4.95,1.32,NA,NA,NA,19.73,81.00,2.68,140.25,0.00,0.00,7.00,760.00,NA
2020-01-04 21:00:00,14.50,32.50,2.68,18.38,11.92,9.60,6.93,0.81,46.97,2.85,3.77,1.02,NA,NA,NA,19.65,81.00,2.58,149.25,0.00,0.00,7.00,760.00,NA
2020-01-04 22:00:00,11.50,33.50,2.58,12.58,8.75,9.40,7.58,0.70,54.70,2.42,2.92,0.82,NA,NA,NA,19.55,81.00,2.12,134.75,0.00,0.00,7.00,760.00,NA
2020-01-04 23:00:00,10.50,30.75,1.95,10.60,7.20,9.20,8.12,0.67,53.90,1.92,2.03,0.50,NA,NA,NA,19.38,81.00,2.38,136.00,0.00,0.00,7.00,759.00,NA
2020-01-05 00:00:00,11.50,31.75,2.45,12.65,8.72,8.70,9.80,0.73,53.95,1.88,1.48,0.22,NA,NA,NA,19.35,81.00,1.70,160.75,0.00,0.00,7.00,758.25,NA
2020-01-05 01:00:00,10.75,31.00,1.98,16.27,10.30,10.08,10.42,0.73,47.70,2.30,3.08,0.22,NA,NA,NA,19.12,81.00,1.72,220.00,0.00,0.00,7.00,758.00,NA
2020-01-05 02:00:00,13.75,38.00,2.20,14.20,9.35,12.25,10.70,0.72,47.00,2.45,6.42,0.15,NA,NA,NA,18.72,81.00,1.95,248.00,0.00,0.00,7.00,757.75,NA
2020-01-05 03:00:00,15.50,33.75,2.35,15.12,9.93,14.00,10.75,0.68,37.72,2.58,8.00,0.05,NA,NA,NA,18.33,81.00,2.72,275.25,0.00,0.00,7.00,757.00,NA
2020-01-05 04:00:00,12.75,37.25,2.90,14.18,9.90,10.52,11.75,0.71,45.03,2.98,9.07,0.18,NA,NA,NA,18.35,80.00,2.10,227.25,0.00,0.00,7.00,757.50,NA
2020-01-05 05:00:00,9.00,32.00,2.42,17.50,11.27,10.10,11.85,0.71,42.25,2.78,6.10,0.20,NA,NA,NA,18.30,79.00,1.78,172.75,0.00,0.00,7.00,758.00,NA
2020-01-05 06:00:00,10.75,35.25,4.35,32.62,20.88,8.22,9.43,0.84,33.25,2.88,6.00,0.35,NA,NA,NA,18.25,77.75,2.22,234.25,0.00,0.00,12.75,759.00,NA
2020-01-05 07:00:00,17.50,53.00,3.95,23.10,15.50,9.12,8.70,0.88,40.60,3.62,6.10,0.80,NA,NA,NA,19.75,76.00,1.45,109.50,0.00,0.00,70.25,761.25,NA
2020-01-05 08:00:00,21.50,49.50,4.90,24.58,17.05,9.70,8.90,0.90,41.75,3.78,5.68,0.88,NA,NA,NA,21.98,72.25,1.78,141.75,0.00,0.00,132.25,762.75,NA
2020-01-05 09:00:00,21.50,52.50,5.98,25.72,18.52,12.00,9.07,0.96,42.55,3.80,4.97,0.88,NA,NA,NA,23.98,69.25,2.25,178.00,0.00,0.00,335.25,763.00,NA
2020-01-05 10:00:00,25.00,68.25,4.55,19.65,14.18,16.75,8.60,1.01,60.55,4.15,9.25,1.05,NA,NA,NA,24.42,69.50,2.98,93.75,0.00,0.00,362.75,762.75,NA
2020-01-05 11:00:00,27.75,78.50,3.10,17.50,11.85,18.10,10.90,0.97,67.77,4.05,11.95,0.98,NA,NA,NA,24.05,70.75,3.80,99.00,0.00,0.00,355.75,761.50,NA
2020-01-05 12:00:00,21.50,57.50,3.10,17.00,11.55,9.95,9.77,0.91,61.22,3.42,6.12,0.75,NA,NA,NA,23.72,71.50,3.82,98.75,0.00,0.00,348.75,759.50,NA
2020-01-05 13:00:00,23.75,52.50,2.82,13.02,9.25,9.98,8.50,0.87,66.75,3.20,4.12,0.75,NA,NA,NA,23.48,71.50,4.25,97.25,0.00,0.00,365.50,758.50,NA
2020-01-05 14:00:00,20.25,48.25,2.85,10.80,8.07,8.77,7.65,0.80,66.15,2.53,2.40,0.52,NA,NA,NA,22.95,73.00,4.35,95.00,0.00,0.00,308.00,757.75,NA
2020-01-05 15:00:00,19.75,40.75,2.05,10.62,7.32,8.70,7.32,0.75,64.72,2.33,1.98,0.35,NA,NA,NA,22.98,72.75,3.53,94.75,0.00,0.00,188.25,757.75,NA
2020-01-05 16:00:00,15.75,42.00,2.72,13.12,9.22,8.50,6.90,0.77,61.50,2.38,2.40,0.50,NA,NA,NA,22.15,73.75,3.48,88.50,0.00,0.00,73.00,758.25,NA
2020-01-05 17:00:00,14.50,39.25,2.15,21.45,13.12,9.32,7.02,0.91,53.90,2.50,3.25,0.70,NA,NA,NA,21.25,76.00,2.48,103.25,0.00,0.00,10.25,759.50,NA
2020-01-05 18:00:00,12.75,40.25,2.90,26.45,16.40,10.07,9.30,1.00,48.25,3.10,4.75,1.25,NA,NA,NA,21.10,77.50,2.45,117.75,0.00,0.00,7.00,744.50,NA
2020-01-05 19:00:00,11.75,40.25,2.78,23.60,14.80,9.57,9.08,1.00,50.00,3.00,4.03,1.12,NA,NA,NA,21.05,78.00,2.58,109.25,0.00,0.00,7.00,731.25,NA
2020-01-05 20:00:00,11.75,35.25,3.20,25.12,15.98,9.98,8.52,0.98,51.18,3.10,4.55,1.28,NA,NA,NA,20.98,78.50,2.47,103.00,0.00,0.00,7.00,729.50,NA
2020-01-05 21:00:00,13.75,29.75,2.40,21.00,13.15,9.35,8.10,0.94,53.35,2.80,3.92,1.08,NA,NA,NA,20.85,78.25,2.30,112.75,0.00,0.00,7.00,724.75,NA
2020-01-05 22:00:00,12.50,37.00,2.72,12.32,8.80,9.05,7.68,0.78,58.68,2.48,2.97,0.88,NA,NA,NA,20.78,77.50,2.12,125.00,0.00,0.00,7.00,724.50,NA
2020-01-05 23:00:00,11.00,34.00,2.45,8.22,6.35,8.72,7.78,0.71,61.20,1.92,1.70,0.48,NA,NA,NA,20.72,76.50,2.25,138.00,0.00,0.00,7.00,730.75,NA
2020-01-06 00:00:00,14.75,33.50,2.15,14.82,9.62,8.35,8.70,0.72,51.72,1.95,3.05,0.20,NA,NA,NA,20.27,77.25,2.17,203.00,0.00,0.00,7.00,734.75,NA
2020-01-06 01:00:00,14.25,34.75,1.30,14.75,8.88,9.95,8.95,0.77,53.05,2.88,9.50,0.15,NA,NA,NA,19.48,76.75,2.10,172.75,0.00,0.00,7.00,734.00,NA
2020-01-06 02:00:00,18.75,46.00,2.35,13.48,9.05,12.32,9.62,0.80,55.55,2.68,10.18,0.05,NA,NA,NA,19.23,73.50,2.05,175.50,0.00,0.00,7.00,731.50,NA
2020-01-06 03:00:00,31.50,55.50,1.32,13.68,8.32,15.18,11.18,0.80,57.10,2.80,12.12,0.00,NA,NA,NA,19.23,72.25,2.60,174.50,0.00,0.00,7.00,729.00,NA
2020-01-06 04:00:00,38.75,59.50,2.15,14.58,9.48,12.35,10.55,0.88,60.45,2.88,8.62,0.00,NA,NA,NA,18.73,74.50,2.70,181.00,0.00,0.00,7.00,732.50,NA
2020-01-06 05:00:00,45.00,70.00,1.98,18.23,11.30,12.10,10.73,0.93,59.85,2.95,4.18,0.00,NA,NA,NA,18.42,75.00,2.42,190.75,0.00,0.00,7.00,738.25,NA
2020-01-06 06:00:00,41.25,81.50,2.70,23.80,14.85,11.40,11.75,0.88,50.00,3.22,4.95,0.22,NA,NA,NA,18.40,75.50,2.55,179.00,0.00,0.00,10.00,739.25,NA
2020-01-06 07:00:00,49.50,91.00,3.02,28.42,17.58,11.70,12.75,0.95,50.40,3.58,3.08,0.42,NA,NA,NA,19.17,74.25,2.50,153.25,0.00,0.00,69.00,723.50,NA
