Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-03 10:00:00,79.00,144.00,5.48,19.00,14.55,12.12,26.15,2.71,41.68,2.30,4.75,1.20,NA,NA,NA,25.83,65.50,1.08,125.00,0.00,0.00,377.75,753.00,0.12
2022-01-03 11:00:00,84.33,142.67,3.00,14.50,10.20,13.00,29.20,0.53,46.83,2.30,6.73,1.07,NA,NA,NA,24.93,67.67,1.90,111.33,0.00,0.00,393.33,752.33,0.17
2022-01-03 12:00:00,81.00,136.75,14.13,18.43,22.43,12.65,26.33,0.41,45.03,2.95,5.28,0.75,NA,NA,NA,24.48,68.50,2.35,121.50,0.00,0.00,424.75,751.75,0.25
2022-01-03 13:00:00,75.00,127.00,4.00,17.27,12.43,12.00,24.03,0.39,41.97,2.20,3.60,0.80,NA,NA,NA,24.87,65.67,1.97,127.33,0.00,0.00,369.67,751.00,0.17
2022-01-03 14:00:00,60.50,112.50,4.10,14.12,10.85,12.18,22.50,0.36,41.82,18.53,10.58,1.00,NA,NA,NA,24.68,65.75,1.92,118.75,0.00,0.00,310.00,751.00,0.20
2022-01-03 15:00:00,70.00,114.33,4.53,14.27,11.27,11.83,30.00,0.37,51.20,6.20,8.70,0.57,NA,NA,NA,24.17,65.67,1.60,122.33,0.00,0.00,198.00,750.67,0.17
2022-01-03 16:00:00,74.25,119.25,3.52,18.75,12.85,11.12,28.78,0.41,51.85,4.05,15.32,0.95,NA,NA,NA,23.28,67.25,1.10,118.25,0.00,0.00,75.50,751.00,0.10
2022-01-03 17:00:00,70.50,113.00,4.85,29.80,19.80,10.40,25.98,0.51,46.53,3.50,16.38,1.33,NA,NA,NA,22.05,69.00,0.55,109.00,0.00,0.00,11.00,751.00,0.10
2022-01-03 18:00:00,59.00,111.00,4.33,44.00,26.93,9.20,27.47,0.66,41.47,3.40,17.43,2.13,NA,NA,NA,21.53,69.33,0.37,117.67,0.00,0.00,8.00,751.67,0.00
2022-01-03 19:00:00,67.67,118.67,6.83,76.00,45.97,8.05,26.47,0.93,25.47,4.07,20.67,3.10,NA,NA,NA,21.20,69.67,0.30,112.67,0.00,0.00,8.00,752.00,0.00
2022-01-03 20:00:00,76.25,128.75,12.98,90.92,58.92,9.13,23.33,1.18,20.65,5.03,21.12,4.82,NA,NA,NA,20.78,70.00,0.30,170.00,0.00,0.00,8.00,752.25,0.00
2022-01-03 21:00:00,73.00,124.00,10.40,82.40,52.28,9.43,19.48,1.08,26.88,4.75,20.75,5.45,NA,NA,NA,20.58,70.50,0.30,166.25,0.00,0.00,8.00,753.00,0.00
2022-01-03 22:00:00,67.00,117.25,7.35,50.45,32.83,12.05,17.32,0.77,29.48,4.38,16.70,4.68,NA,NA,NA,20.25,72.50,0.30,187.75,0.00,0.00,8.00,753.00,0.00
2022-01-03 23:00:00,58.00,106.00,26.13,102.27,75.67,NA,17.00,1.05,12.60,3.70,13.10,3.17,NA,NA,NA,19.37,75.00,0.30,284.33,0.00,0.00,8.00,753.00,0.00
2022-01-04 00:00:00,92.00,223.67,28.17,93.83,72.83,17.77,17.13,0.50,18.50,9.20,24.67,9.37,NA,NA,NA,18.37,78.33,0.30,285.00,0.00,0.00,8.00,752.33,0.00
2022-01-04 01:00:00,79.67,171.00,6.07,26.60,19.07,16.90,14.43,0.09,44.77,4.73,15.63,3.60,NA,NA,NA,18.73,76.33,0.30,178.67,0.00,0.00,8.00,752.00,0.00
2022-01-04 02:00:00,47.00,79.00,3.47,20.87,13.93,12.50,12.40,0.04,42.85,2.30,11.80,1.23,NA,NA,NA,18.50,76.00,0.30,202.67,0.00,0.00,8.00,751.00,0.00
2022-01-04 03:00:00,49.33,82.33,3.80,16.00,10.30,13.17,11.87,0.02,24.70,1.87,3.90,0.67,NA,NA,NA,18.50,75.00,0.43,128.00,0.00,0.00,8.00,751.00,0.00
2022-01-04 04:00:00,46.00,81.00,4.40,14.80,11.47,13.17,10.83,0.03,159.55,1.67,2.03,0.50,NA,NA,NA,18.20,75.33,0.73,145.67,0.00,0.00,8.00,751.33,0.00
2022-01-04 05:00:00,46.00,82.75,3.28,21.18,13.95,11.82,10.28,0.05,42.00,1.90,2.33,0.50,NA,NA,NA,17.90,74.50,0.35,112.50,0.00,0.00,8.00,752.00,0.00
2022-01-04 06:00:00,53.00,97.67,11.27,68.33,45.47,6.30,19.03,0.60,49.80,2.20,3.67,0.73,NA,NA,NA,17.73,74.00,0.53,165.33,0.00,0.00,11.67,752.33,0.00
2022-01-04 07:00:00,64.00,116.00,8.25,45.98,31.18,14.82,22.05,0.57,15.00,2.92,6.00,1.35,NA,NA,NA,19.95,70.75,0.35,151.50,0.00,0.00,82.50,753.00,0.02
2022-01-04 08:00:00,55.00,113.00,10.30,50.60,35.30,7.30,23.05,0.72,NA,2.85,6.95,1.40,NA,NA,NA,23.00,64.50,0.55,164.00,0.00,0.00,171.00,753.50,0.05
2022-01-04 09:00:00,59.00,117.50,9.05,38.55,27.82,14.70,25.50,0.79,33.80,3.92,11.15,3.10,NA,NA,NA,25.78,59.25,0.75,138.00,0.00,0.00,304.50,754.00,0.10
2022-01-04 10:00:00,60.25,111.75,6.78,24.88,18.73,15.10,25.40,2.66,99.30,2.95,7.52,2.07,NA,NA,NA,27.25,56.50,1.00,132.50,0.00,0.00,351.50,753.00,0.08
2022-01-04 11:00:00,54.00,103.75,3.40,16.65,11.60,13.40,26.80,0.46,NA,2.33,5.50,1.82,NA,NA,NA,26.72,54.75,1.52,122.00,0.00,0.00,440.50,752.25,0.18
2022-01-04 12:00:00,50.25,91.75,10.53,18.80,19.70,9.10,26.30,0.37,39.30,1.92,4.38,1.35,NA,NA,NA,26.85,56.50,1.22,118.25,0.00,0.00,455.50,751.50,0.15
2022-01-04 13:00:00,48.00,89.67,4.23,14.27,11.03,11.90,24.23,0.35,48.17,1.70,3.63,1.10,NA,NA,NA,26.73,57.33,1.33,119.00,0.00,0.00,376.33,751.00,0.13
2022-01-04 14:00:00,47.50,81.00,2.42,14.55,9.70,12.02,20.88,0.40,49.30,1.62,3.00,0.80,NA,NA,NA,26.20,61.25,1.32,116.50,0.00,0.00,332.25,751.00,0.18
2022-01-04 15:00:00,48.50,86.50,3.40,15.02,10.78,11.85,23.70,0.41,54.90,1.78,2.75,0.70,NA,NA,NA,25.20,63.00,1.30,120.00,0.00,0.00,207.00,751.00,0.18
2022-01-04 16:00:00,57.67,106.33,3.97,21.17,14.50,9.73,38.17,0.45,57.37,1.97,5.23,0.77,NA,NA,NA,24.53,62.00,0.70,118.00,0.00,0.00,81.33,751.00,0.10
2022-01-04 17:00:00,63.33,112.67,3.93,36.57,22.67,8.90,26.47,0.67,50.20,2.43,6.60,1.47,NA,NA,NA,22.57,69.67,0.47,116.00,0.00,0.00,8.00,751.00,0.03
2022-01-04 18:00:00,71.25,116.00,5.28,47.75,29.70,8.65,21.32,0.76,47.12,3.28,10.55,2.53,NA,NA,NA,21.92,73.00,0.30,123.75,0.00,0.00,8.00,751.75,0.02
2022-01-04 19:00:00,81.00,128.00,6.07,61.70,37.77,6.80,20.83,0.86,42.07,3.67,12.20,3.47,NA,NA,NA,21.40,74.67,0.30,121.33,0.00,0.00,8.00,752.00,0.00
2022-01-04 20:00:00,79.00,145.00,7.35,56.80,36.15,10.65,18.40,0.88,38.60,4.05,12.05,3.70,NA,NA,NA,20.95,76.50,0.30,122.00,0.00,0.00,8.00,752.00,0.00
2022-01-04 21:00:00,79.67,140.67,7.27,67.40,41.73,10.35,15.10,0.97,30.57,3.70,11.77,3.47,NA,NA,NA,20.57,77.67,0.30,133.33,0.00,0.00,8.33,753.00,0.00
2022-01-04 22:00:00,80.00,144.75,5.12,45.32,28.25,10.15,14.00,0.69,34.02,3.45,10.40,3.30,NA,NA,NA,20.08,78.75,0.30,137.00,0.00,0.00,8.75,753.00,0.00
2022-01-04 23:00:00,77.00,129.00,4.90,53.30,32.30,8.30,13.55,0.64,30.20,2.85,8.00,2.35,NA,NA,NA,19.80,79.50,0.30,207.00,0.00,0.00,9.00,752.00,0.00
2022-01-05 00:00:00,69.75,120.00,3.85,21.55,14.60,13.25,18.23,0.44,42.60,2.75,6.60,1.28,NA,NA,NA,19.38,80.00,0.30,152.00,0.00,0.00,9.00,752.00,0.00
2022-01-05 01:00:00,70.50,105.75,3.18,17.10,11.68,12.68,20.83,0.40,45.85,2.58,8.43,0.95,NA,NA,NA,18.98,80.75,0.30,113.00,0.00,0.00,9.00,751.25,0.00
2022-01-05 02:00:00,66.00,90.00,3.40,16.47,11.57,12.20,20.33,0.38,46.30,2.63,14.77,0.50,NA,NA,NA,18.63,80.67,0.30,99.00,0.00,0.00,8.67,751.00,0.00
2022-01-05 03:00:00,55.75,90.50,3.78,16.98,12.10,12.00,22.70,0.32,36.70,2.10,5.15,0.23,NA,NA,NA,18.48,77.75,0.30,171.75,0.00,0.00,8.25,751.00,0.00
2022-01-05 04:00:00,50.25,86.75,5.55,32.55,21.80,11.75,20.38,0.36,31.70,2.02,2.55,0.35,NA,NA,NA,17.85,77.75,0.30,299.50,0.00,0.00,8.00,751.00,0.00
2022-01-05 05:00:00,60.25,107.25,13.45,82.20,54.68,3.05,21.95,0.70,NA,4.22,6.85,1.80,NA,NA,NA,16.80,80.75,0.30,291.00,0.00,0.00,8.00,751.75,0.00
2022-01-05 06:00:00,109.75,211.00,60.58,112.25,108.98,NA,17.82,0.96,NA,7.95,17.42,5.35,NA,NA,NA,15.58,84.00,0.30,287.25,0.00,0.00,9.75,752.25,0.00
2022-01-05 07:00:00,128.00,291.25,71.08,123.92,123.67,7.27,11.20,1.42,NA,9.93,27.95,6.93,NA,NA,NA,18.08,82.25,0.30,282.75,0.00,0.00,78.75,753.00,0.00
2022-01-05 08:00:00,139.75,310.75,31.62,107.52,82.90,11.70,13.62,1.28,NA,9.72,30.08,8.15,NA,NA,NA,22.50,74.50,0.30,297.75,0.00,0.00,196.75,753.00,0.00
2022-01-05 09:00:00,97.25,209.25,10.45,44.97,32.45,17.88,10.70,0.86,NA,5.55,17.20,5.10,NA,NA,NA,26.22,65.00,0.52,166.75,0.00,0.00,299.00,753.00,0.05
2022-01-05 10:00:00,53.75,113.00,5.75,30.20,20.70,14.12,7.10,2.76,NA,2.72,6.40,2.15,NA,NA,NA,28.22,62.00,0.45,130.25,0.00,0.00,352.50,753.00,0.05
2022-01-05 11:00:00,53.50,106.00,4.25,19.00,13.55,13.60,7.80,0.46,NA,2.58,7.10,1.72,NA,NA,NA,27.90,61.00,1.30,123.00,0.00,0.00,429.25,752.25,0.10
2022-01-05 12:00:00,46.00,93.00,12.90,16.83,20.57,10.07,19.33,0.34,NA,1.98,5.58,1.33,NA,NA,NA,27.50,61.25,1.88,124.50,0.00,0.00,443.00,751.25,0.18
2022-01-05 13:00:00,46.00,90.00,3.60,15.07,10.93,12.53,19.10,0.38,NA,1.90,5.10,1.20,NA,NA,NA,27.00,63.00,2.03,119.33,0.00,0.00,367.33,751.00,0.17
2022-01-05 14:00:00,50.00,98.75,3.75,11.35,9.07,13.65,17.77,0.38,45.08,1.92,3.40,0.75,NA,NA,NA,26.68,64.50,1.42,121.50,0.00,0.00,310.00,750.25,0.15
2022-01-05 15:00:00,54.00,99.00,2.77,12.83,9.07,12.97,17.20,0.41,55.03,1.90,3.83,0.70,NA,NA,NA,25.53,67.67,1.37,114.67,0.00,0.00,195.33,750.33,0.13
2022-01-05 16:00:00,63.00,108.50,3.50,16.30,11.52,12.30,15.92,0.48,53.18,2.10,5.78,0.68,NA,NA,NA,24.50,71.25,0.75,120.75,0.00,0.00,77.25,751.00,0.12
2022-01-05 17:00:00,64.67,121.33,3.33,24.83,15.90,11.80,16.47,0.58,50.23,2.70,7.43,1.33,NA,NA,NA,23.23,75.00,0.33,120.33,0.00,0.00,12.33,751.00,0.03
2022-01-05 18:00:00,64.00,134.75,3.50,34.65,21.28,10.50,16.70,0.68,46.95,3.02,10.60,1.90,NA,NA,NA,22.52,77.50,0.35,110.50,0.00,0.00,8.00,751.00,0.00
2022-01-05 19:00:00,68.25,123.50,4.80,34.02,22.00,11.70,14.95,0.68,43.55,3.48,10.55,2.28,NA,NA,NA,22.50,77.25,0.30,108.75,0.00,0.00,8.00,751.50,0.00
2022-01-05 20:00:00,63.00,119.00,5.40,69.30,41.23,10.30,14.77,1.02,29.50,3.63,10.67,2.90,NA,NA,NA,22.27,77.67,0.30,104.67,0.00,0.00,8.00,752.00,0.00
2022-01-05 21:00:00,74.00,125.00,6.73,81.13,48.63,3.03,14.10,1.13,23.77,4.03,12.70,3.70,NA,NA,NA,21.93,78.00,0.30,156.67,0.00,0.00,9.00,752.00,0.00
2022-01-05 22:00:00,73.50,136.25,5.88,62.08,37.82,11.32,13.15,0.92,26.28,4.30,15.38,5.12,NA,NA,NA,21.42,79.00,0.30,147.25,0.00,0.00,9.00,752.50,0.00
2022-01-05 23:00:00,68.50,123.00,3.50,36.95,22.52,12.80,14.38,0.57,34.38,3.30,9.80,3.12,NA,NA,NA,21.22,79.00,0.30,176.50,0.00,0.00,9.00,752.00,0.00
2022-01-06 00:00:00,73.75,138.00,17.65,76.47,55.02,7.15,17.02,0.70,19.55,2.70,6.75,2.17,NA,NA,NA,20.45,80.75,0.30,281.25,0.00,0.00,8.00,752.00,0.00
2022-01-06 01:00:00,102.75,235.00,38.53,112.10,90.95,2.90,18.65,0.98,3.02,8.85,27.85,8.22,NA,NA,NA,19.15,83.50,0.30,267.25,0.00,0.00,8.25,751.25,0.00
2022-01-06 02:00:00,126.50,319.75,49.60,110.02,98.85,8.43,17.42,0.88,4.40,13.85,43.90,9.07,NA,NA,NA,18.08,85.50,0.30,268.50,0.00,0.00,9.00,751.00,0.00
2022-01-06 03:00:00,117.00,277.25,18.98,95.90,66.45,15.12,16.30,0.80,8.00,14.90,45.75,7.68,NA,NA,NA,17.62,86.50,0.30,282.00,0.00,0.00,9.00,751.00,0.00
2022-01-06 04:00:00,109.50,311.75,19.20,86.88,61.78,7.48,17.73,0.89,4.72,10.80,33.62,7.85,NA,NA,NA,17.25,87.00,0.30,281.50,0.00,0.00,9.00,751.00,0.00
2022-01-06 05:00:00,110.50,338.00,34.35,94.90,78.40,9.40,20.10,1.01,6.50,8.90,24.92,6.72,NA,NA,NA,17.08,88.00,0.30,288.50,0.00,0.00,9.00,751.50,0.00
2022-01-06 06:00:00,127.50,335.25,37.22,99.95,83.40,7.77,16.77,0.80,7.57,7.82,20.65,5.78,NA,NA,NA,17.12,88.00,0.30,270.25,0.00,0.00,10.25,752.00,0.00
