Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2017-07-01 17:00:00,59.00,116.75,1.93,16.53,10.33,4.27,10.62,0.79,7.90,5.02,11.78,3.70,NA,NA,NA,27.10,79.50,2.05,296.25,0.00,0.00,67.50,732.00,0.10
2017-07-01 18:00:00,42.75,89.00,2.05,17.00,10.60,4.57,5.75,1.09,10.62,4.57,11.90,3.52,NA,NA,NA,26.65,80.75,2.05,283.00,0.00,0.00,9.00,732.00,0.10
2017-07-01 19:00:00,48.00,94.33,4.03,20.67,14.23,3.90,12.43,1.36,14.80,4.93,14.43,4.00,NA,NA,NA,26.37,81.67,0.63,287.00,0.00,0.00,4.00,733.00,0.07
2017-07-01 20:00:00,45.67,115.00,1.00,18.67,10.57,4.43,35.97,1.57,2.50,5.77,16.87,5.00,NA,NA,NA,26.43,80.67,0.30,297.00,0.00,0.00,4.00,734.67,0.07
2017-07-01 21:00:00,40.25,93.75,1.80,14.35,9.10,4.65,20.85,1.39,11.88,6.08,17.80,5.68,NA,NA,NA,26.00,80.00,1.62,285.50,0.00,0.00,4.00,735.75,0.10
2017-07-01 22:00:00,37.00,80.75,3.18,13.02,9.50,3.60,9.23,1.12,9.27,4.93,14.45,4.70,NA,NA,NA,26.05,78.75,0.63,287.75,0.00,0.00,4.00,737.00,0.03
2017-07-01 23:00:00,35.75,90.00,2.50,13.05,8.98,4.20,11.50,1.08,13.48,4.55,13.35,3.85,NA,NA,NA,26.20,78.25,1.67,286.50,0.00,0.00,4.00,737.00,0.10
2017-07-02 00:00:00,37.25,96.25,2.92,9.02,7.15,4.18,9.25,0.90,8.12,3.30,9.95,2.65,NA,NA,NA,26.18,79.25,3.23,275.00,0.00,0.00,4.00,736.75,0.13
2017-07-02 01:00:00,27.00,103.75,3.28,15.53,10.92,4.15,26.83,0.66,7.12,2.68,7.45,2.12,NA,NA,NA,25.70,79.75,2.12,279.25,0.00,0.00,5.00,735.25,0.10
2017-07-02 02:00:00,30.00,97.00,3.63,13.33,10.07,3.67,17.87,0.59,11.57,2.40,7.00,1.67,NA,NA,NA,25.53,80.00,1.77,284.00,0.00,0.00,5.00,735.00,0.10
2017-07-02 03:00:00,35.50,77.25,2.60,15.00,10.12,6.13,14.62,0.52,20.45,1.82,7.15,1.10,NA,NA,NA,25.65,81.00,2.38,279.50,0.00,0.00,5.00,735.25,0.10
2017-07-02 04:00:00,36.33,76.67,4.20,12.13,9.83,3.47,23.33,0.53,9.00,2.17,11.60,1.00,NA,NA,NA,24.40,83.00,2.83,281.67,0.00,0.00,5.67,735.67,0.10
2017-07-02 05:00:00,40.75,70.25,3.05,12.00,8.87,3.42,14.35,0.52,1.77,3.12,14.92,1.00,NA,NA,NA,23.32,84.25,2.43,281.75,0.00,0.00,7.75,735.50,0.08
2017-07-02 06:00:00,37.50,56.25,2.70,9.87,7.48,3.73,6.27,0.63,8.92,1.90,8.73,1.00,NA,NA,NA,22.65,85.25,2.88,286.75,0.12,0.50,18.50,736.75,0.10
2017-07-02 07:00:00,31.50,51.25,2.68,12.82,9.03,3.27,10.05,0.67,6.58,1.60,6.15,1.08,NA,NA,NA,22.42,86.00,1.95,291.00,0.25,1.00,33.00,738.00,0.05
2017-07-02 08:00:00,31.33,56.33,2.90,12.23,8.83,3.47,6.37,0.76,7.03,1.87,5.80,1.10,NA,NA,NA,23.10,85.67,0.77,294.67,0.17,0.50,138.33,738.00,0.03
2017-07-02 09:00:00,25.50,53.75,2.05,14.45,9.35,3.65,12.12,0.86,9.93,2.43,7.55,1.60,NA,NA,NA,25.18,83.75,0.87,303.75,0.00,0.00,231.50,738.50,0.00
2017-07-02 10:00:00,40.00,95.67,2.17,13.37,8.83,4.17,9.40,1.01,11.93,3.47,9.97,1.93,NA,NA,NA,26.87,79.67,0.77,308.00,0.00,0.00,249.00,739.00,0.07
2017-07-02 11:00:00,45.67,127.00,3.00,13.80,9.80,3.93,7.60,1.11,13.90,5.10,9.23,1.90,NA,NA,NA,27.83,79.00,1.13,233.67,0.00,0.00,207.33,737.67,0.03
2017-07-02 12:00:00,45.33,132.00,3.93,16.67,12.10,3.50,10.13,1.88,11.43,5.13,9.63,2.20,NA,NA,NA,28.03,78.00,2.10,312.67,0.00,0.00,213.00,736.00,0.10
2017-07-02 13:00:00,51.00,178.75,2.18,12.25,8.30,4.10,9.10,1.85,15.62,4.80,9.92,2.65,NA,NA,NA,28.53,76.25,3.55,297.25,0.00,0.00,270.25,735.50,0.18
2017-07-02 14:00:00,42.00,134.50,2.80,13.92,9.70,3.27,12.92,1.45,12.37,3.27,8.10,2.02,NA,NA,NA,28.68,76.00,2.97,291.50,0.00,0.00,193.25,734.00,0.10
2017-07-02 15:00:00,42.00,103.00,2.83,15.60,10.60,3.40,14.67,1.20,16.20,2.93,8.03,1.90,NA,NA,NA,28.87,76.00,2.20,256.33,0.00,0.00,170.00,733.67,0.10
2017-07-02 16:00:00,49.00,133.00,2.97,14.17,9.97,4.00,11.67,1.60,13.50,2.83,7.57,1.73,NA,NA,NA,28.53,76.00,3.10,269.00,0.00,0.00,110.33,733.67,0.13
2017-07-02 17:00:00,49.50,167.50,2.70,19.80,12.75,3.82,12.42,1.68,10.63,5.45,7.90,2.02,NA,NA,NA,28.05,76.00,1.85,252.50,0.00,0.00,37.75,734.00,0.10
2017-07-02 18:00:00,56.00,168.00,3.47,17.35,12.02,3.90,9.68,1.65,12.53,5.70,9.23,2.73,NA,NA,NA,27.65,76.75,1.67,266.75,0.00,0.00,7.25,735.00,0.10
2017-07-02 19:00:00,45.25,142.00,3.15,19.45,12.92,4.03,12.10,1.28,10.15,4.10,8.85,2.75,NA,NA,NA,27.35,77.50,1.67,283.25,0.00,0.00,4.00,736.00,0.10
2017-07-02 20:00:00,47.50,122.50,4.43,26.00,17.43,3.22,23.88,1.28,7.45,4.33,10.22,3.27,NA,NA,NA,26.87,79.00,0.77,290.50,0.00,0.00,4.00,737.50,0.10
2017-07-02 21:00:00,44.00,119.25,3.60,25.10,16.25,3.90,30.95,1.42,2.70,4.75,11.45,3.80,NA,NA,NA,26.80,79.75,0.50,292.25,0.00,0.00,4.00,738.50,0.08
2017-07-02 22:00:00,46.00,153.25,1.90,17.53,10.80,3.85,16.75,1.73,3.28,4.95,12.08,4.13,NA,NA,NA,26.85,80.75,1.38,277.75,0.00,0.00,4.00,739.00,0.10
2017-07-02 23:00:00,38.75,146.25,2.55,14.87,10.00,3.57,15.77,1.11,6.48,3.52,8.80,2.77,NA,NA,NA,26.57,81.50,1.60,290.00,0.00,0.00,4.00,739.00,0.10
2017-07-03 00:00:00,24.67,90.67,1.03,15.17,8.93,3.67,8.90,0.80,6.50,2.40,6.43,1.73,NA,NA,NA,26.07,81.67,2.33,291.00,0.00,0.00,4.00,738.00,0.10
2017-07-03 01:00:00,23.25,79.50,2.27,10.20,7.28,3.58,9.67,0.69,9.42,2.25,5.60,1.45,NA,NA,NA,26.70,78.50,2.77,271.25,0.00,0.00,5.00,737.00,0.10
2017-07-03 02:00:00,30.50,83.00,2.65,12.27,8.70,4.62,13.95,0.65,69.98,2.13,5.20,1.35,NA,NA,NA,26.72,79.50,2.15,277.00,0.00,0.00,5.00,736.75,0.10
2017-07-03 03:00:00,41.00,98.00,3.90,12.10,9.60,6.53,20.20,0.58,20.90,2.37,5.60,1.43,NA,NA,NA,26.30,80.67,2.57,297.33,0.00,0.00,5.00,737.67,0.10
2017-07-03 04:00:00,26.00,62.25,2.80,11.65,8.47,3.68,6.00,0.60,8.28,2.77,10.65,1.00,NA,NA,NA,25.80,81.00,2.48,292.75,0.00,0.00,4.75,738.00,0.10
2017-07-03 05:00:00,28.00,62.50,2.80,9.58,7.35,3.52,1.30,0.58,13.38,2.75,12.88,0.80,NA,NA,NA,24.20,82.50,2.60,297.00,0.12,0.50,5.75,739.00,0.08
2017-07-03 06:00:00,23.50,45.00,4.25,11.45,9.55,3.05,5.05,0.65,13.40,2.00,7.60,0.90,NA,NA,NA,23.70,79.50,4.00,263.00,0.00,0.00,24.50,739.00,0.10
2017-07-03 07:00:00,31.00,47.00,3.73,13.80,10.40,3.40,11.57,0.68,10.40,2.37,6.73,1.33,NA,NA,NA,23.07,78.00,2.53,293.67,0.17,0.50,60.67,739.33,0.10
2017-07-03 08:00:00,23.75,51.50,3.68,17.15,12.13,3.80,20.20,0.87,7.72,2.65,8.53,1.43,NA,NA,NA,24.07,77.75,1.62,297.75,0.00,0.00,129.25,740.75,0.10
2017-07-03 09:00:00,36.25,68.00,3.12,21.17,13.82,5.77,22.42,0.82,9.62,3.57,12.03,2.17,NA,NA,NA,26.35,74.50,1.62,311.50,0.00,0.00,222.00,740.50,0.10
2017-07-03 10:00:00,39.50,80.00,3.50,23.62,15.38,4.98,14.23,11.30,11.58,4.40,12.97,2.93,NA,NA,NA,28.55,72.50,1.22,313.00,0.00,0.00,256.75,740.00,0.10
2017-07-03 11:00:00,39.50,91.00,5.05,18.20,13.75,5.78,NA,1.23,13.70,4.67,13.08,3.43,NA,NA,NA,30.47,70.50,1.80,274.75,0.00,0.00,243.00,739.00,0.10
2017-07-03 12:00:00,44.50,101.75,10.83,11.30,14.58,3.48,19.32,1.45,13.12,5.40,12.97,4.30,NA,NA,NA,30.70,71.00,2.28,265.25,0.00,0.00,210.75,738.50,0.10
2017-07-03 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2017-07-03 14:00:00,58.00,128.00,1.80,16.10,10.10,4.90,8.60,1.51,20.40,4.70,12.00,3.80,NA,NA,NA,31.50,71.00,2.50,263.00,0.00,0.00,258.00,736.00,0.00
2017-07-03 15:00:00,54.00,126.50,3.40,16.90,11.72,3.83,9.80,1.40,18.53,4.12,11.10,3.38,NA,NA,NA,31.40,71.50,2.00,256.75,0.00,0.00,188.75,736.00,0.08
2017-07-03 16:00:00,42.00,122.00,2.73,20.90,13.33,3.77,16.83,1.48,15.90,3.97,10.37,3.10,NA,NA,NA,31.03,71.67,1.97,267.33,0.00,0.00,138.00,735.33,0.13
2017-07-03 17:00:00,58.25,162.00,2.60,23.07,14.35,6.00,12.33,1.44,12.68,4.07,11.03,3.57,NA,NA,NA,30.07,73.50,1.07,269.00,0.00,0.00,55.25,735.00,0.08
2017-07-03 18:00:00,62.25,173.00,3.25,28.25,17.65,5.65,10.30,2.14,12.20,4.35,11.15,3.90,NA,NA,NA,29.25,75.25,1.03,277.75,0.00,0.00,8.50,735.50,0.05
2017-07-03 19:00:00,63.25,210.50,3.32,37.02,22.40,5.72,16.35,2.00,7.15,5.90,13.62,5.05,NA,NA,NA,28.70,76.25,0.55,289.00,0.00,0.00,4.00,736.50,0.03
2017-07-03 20:00:00,60.00,141.00,2.37,36.13,21.13,5.33,24.60,1.93,5.90,6.47,14.53,5.57,NA,NA,NA,28.20,77.67,0.83,289.00,0.00,0.00,4.00,737.67,0.03
2017-07-03 21:00:00,59.67,138.67,2.87,33.60,20.17,3.33,18.40,1.89,5.23,6.33,14.77,5.93,NA,NA,NA,28.10,78.00,0.47,290.00,0.00,0.00,4.00,738.67,0.07
2017-07-03 22:00:00,70.25,140.50,2.38,28.05,16.82,3.83,18.40,1.83,4.93,6.25,17.23,6.05,NA,NA,NA,28.08,77.25,0.30,290.00,0.00,0.00,4.00,739.00,0.05
2017-07-03 23:00:00,54.67,125.00,3.30,20.70,13.73,3.70,13.27,1.39,5.93,6.03,22.37,5.17,NA,NA,NA,27.53,76.33,1.23,295.67,0.00,0.00,4.00,738.33,0.07
2017-07-04 00:00:00,47.25,95.00,2.33,15.55,10.15,3.52,9.45,0.90,6.23,4.55,19.15,3.50,NA,NA,NA,27.18,75.75,0.85,284.75,0.00,0.00,4.00,737.75,0.10
2017-07-04 01:00:00,31.75,71.50,1.90,14.42,9.20,5.88,10.78,0.73,7.42,3.10,15.98,2.20,NA,NA,NA,27.08,75.00,1.22,286.25,0.00,0.00,4.00,736.50,0.08
2017-07-04 02:00:00,34.00,87.67,2.43,15.37,10.17,6.03,9.77,0.73,81.83,2.43,14.23,1.47,NA,NA,NA,26.87,76.00,1.23,281.00,0.00,0.00,4.00,736.67,0.07
2017-07-04 03:00:00,42.33,117.67,2.80,10.37,7.80,6.07,5.73,0.90,29.63,2.40,11.60,1.33,NA,NA,NA,27.30,77.33,3.87,265.00,0.00,0.00,4.00,737.00,0.17
2017-07-04 04:00:00,35.33,113.00,3.83,10.80,8.87,7.77,28.67,0.46,2.70,2.10,6.43,1.37,NA,NA,NA,27.87,75.00,2.07,258.67,0.00,0.00,4.00,737.00,0.13
2017-07-04 05:00:00,36.75,95.00,3.10,10.98,8.35,4.27,23.25,0.52,8.65,2.88,7.92,1.55,NA,NA,NA,27.62,76.50,3.35,269.25,0.00,0.00,5.50,737.00,0.10
2017-07-04 06:00:00,37.67,81.33,3.07,11.57,8.67,3.50,8.97,0.69,9.70,2.97,7.27,1.60,NA,NA,NA,27.23,78.33,2.57,253.67,0.00,0.00,26.33,738.00,0.10
2017-07-04 07:00:00,42.67,92.67,1.93,12.87,8.40,4.10,11.83,0.81,7.07,3.07,7.33,1.53,NA,NA,NA,27.07,80.00,1.93,274.00,0.00,0.00,71.33,738.00,0.10
2017-07-04 08:00:00,53.75,96.50,3.22,11.95,8.98,3.62,11.67,0.89,9.88,3.47,9.28,1.90,NA,NA,NA,27.33,80.25,2.65,288.50,0.00,0.00,140.25,738.00,0.10
2017-07-04 09:00:00,43.50,93.00,2.33,14.53,9.60,5.95,14.17,0.72,11.00,3.97,13.55,2.25,NA,NA,NA,29.15,77.25,2.37,268.50,0.00,0.00,262.25,738.25,0.10
2017-07-04 10:00:00,49.50,94.00,2.72,16.68,11.07,5.72,12.77,11.07,16.88,4.70,16.17,2.67,NA,NA,NA,31.55,72.00,2.25,268.00,0.00,0.00,419.75,738.00,0.10
2017-07-04 11:00:00,44.00,87.75,6.43,13.02,12.03,5.97,NA,0.76,26.15,4.33,14.10,2.80,NA,NA,NA,34.13,66.75,3.18,281.75,0.00,0.00,625.75,737.00,0.13
2017-07-04 12:00:00,41.50,87.50,9.02,5.17,10.00,4.15,14.30,0.92,17.05,3.78,12.00,2.70,NA,NA,NA,35.75,62.75,3.45,279.25,0.00,0.00,605.75,736.00,0.15
2017-07-04 13:00:00,45.25,98.50,2.88,14.62,10.12,3.55,13.42,0.95,22.08,3.47,10.85,2.88,NA,NA,NA,36.42,62.50,2.62,285.25,0.00,0.00,458.75,736.00,0.10
2017-07-04 14:00:00,51.50,139.25,2.87,16.98,11.40,3.92,15.68,0.97,21.47,5.80,9.10,2.27,NA,NA,NA,34.25,67.50,2.60,313.25,0.00,0.00,358.25,735.75,0.05
2017-07-04 15:00:00,50.00,169.25,2.93,17.30,11.63,4.92,19.15,0.99,23.10,7.15,8.20,1.92,NA,NA,NA,33.57,67.50,2.15,301.25,0.00,0.00,243.50,735.00,0.08
2017-07-04 16:00:00,47.75,152.00,1.85,15.73,9.87,4.43,11.60,0.98,25.22,6.05,7.65,1.80,NA,NA,NA,33.05,68.75,1.42,284.00,0.00,0.00,189.00,734.25,0.08
2017-07-04 17:00:00,46.00,159.75,4.33,19.72,14.00,5.80,12.40,1.07,19.33,6.00,8.70,2.03,NA,NA,NA,32.95,69.50,0.38,162.25,0.00,0.00,79.00,734.00,0.03
2017-07-04 18:00:00,62.25,166.00,3.05,29.70,18.28,5.78,11.90,1.53,10.10,8.55,12.15,3.40,NA,NA,NA,32.43,69.25,0.40,214.50,0.00,0.00,11.00,735.00,0.08
2017-07-04 19:00:00,41.33,147.00,3.77,28.60,18.30,6.07,14.53,1.81,4.40,8.57,15.07,5.60,NA,NA,NA,32.43,66.33,0.87,343.00,0.00,0.00,4.00,736.33,0.07
2017-07-04 20:00:00,59.25,233.25,2.53,26.15,15.93,5.77,23.48,1.78,5.55,8.18,15.48,6.28,NA,NA,NA,31.58,67.25,0.63,NA,0.00,0.00,4.00,738.00,0.08
2017-07-04 21:00:00,61.67,182.67,1.93,21.70,13.10,4.70,23.63,1.75,5.87,7.53,16.37,6.27,NA,NA,NA,30.87,68.00,0.83,267.00,0.00,0.00,4.00,739.33,0.10
2017-07-04 22:00:00,57.25,150.25,2.70,20.48,13.08,4.22,16.32,1.55,5.35,6.42,16.67,5.70,NA,NA,NA,29.95,69.00,1.10,265.50,0.00,0.00,4.00,739.75,0.10
2017-07-04 23:00:00,49.50,138.75,2.57,17.80,11.55,4.38,15.90,1.22,6.22,5.38,16.10,4.23,NA,NA,NA,29.38,69.00,0.40,265.25,0.00,0.00,4.00,739.00,0.08
2017-07-05 00:00:00,39.00,120.67,2.37,16.40,10.60,4.03,12.07,0.90,6.00,4.13,14.33,2.87,NA,NA,NA,28.83,68.67,0.30,265.33,0.00,0.00,4.00,737.67,0.03
2017-07-05 01:00:00,36.25,136.25,3.35,17.95,12.25,5.60,11.58,0.95,6.30,3.05,13.00,1.80,NA,NA,NA,28.53,73.25,0.95,268.50,0.00,0.00,4.00,736.75,0.08
2017-07-05 02:00:00,44.50,159.25,3.35,18.35,12.48,5.98,12.38,0.71,60.83,2.93,10.60,1.47,NA,NA,NA,27.60,78.75,0.98,274.75,0.00,0.00,4.00,736.00,0.05
2017-07-05 03:00:00,37.25,96.25,3.20,16.55,11.37,5.62,16.00,0.58,25.58,2.82,8.85,1.37,NA,NA,NA,27.13,79.50,0.38,278.50,0.00,0.00,4.00,735.75,0.03
2017-07-05 04:00:00,32.25,84.75,2.12,11.23,7.67,5.67,8.27,0.57,10.42,2.13,7.52,1.03,NA,NA,NA,27.12,80.00,1.03,276.00,0.00,0.00,4.00,736.25,0.10
2017-07-05 05:00:00,43.75,88.50,4.15,15.28,11.50,3.87,13.88,0.70,5.28,2.15,7.73,1.00,NA,NA,NA,27.13,80.00,0.70,268.00,0.00,0.00,9.25,737.00,0.10
2017-07-05 06:00:00,48.25,102.00,3.25,14.17,10.15,3.88,14.75,0.81,6.93,2.88,9.32,1.22,NA,NA,NA,28.00,78.75,2.17,295.00,0.00,0.00,55.00,738.00,0.10
2017-07-05 07:00:00,46.50,97.00,3.05,9.35,7.45,3.78,9.00,0.83,9.50,3.18,10.65,1.35,NA,NA,NA,28.95,77.75,2.95,283.25,0.00,0.00,114.50,738.25,0.10
2017-07-05 08:00:00,47.50,89.50,2.75,14.25,9.80,4.03,16.07,0.95,9.97,3.12,9.55,1.75,NA,NA,NA,30.40,75.75,1.70,278.50,0.00,0.00,200.25,739.00,0.10
2017-07-05 09:00:00,45.75,108.75,2.57,15.98,10.58,5.73,17.12,0.79,16.70,3.50,11.67,2.18,NA,NA,NA,33.85,67.75,2.68,295.25,0.00,0.00,471.75,738.50,0.13
2017-07-05 10:00:00,43.00,95.00,2.85,14.30,9.93,5.80,4.82,11.22,21.55,3.23,12.17,2.02,NA,NA,NA,35.78,60.75,3.40,310.25,0.00,0.00,464.75,738.00,0.10
2017-07-05 11:00:00,39.75,85.50,7.12,10.80,11.50,5.77,NA,0.99,22.45,2.73,9.10,1.78,NA,NA,NA,38.07,56.75,2.28,309.25,0.00,0.00,535.50,737.75,0.10
2017-07-05 12:00:00,46.33,91.00,12.70,0.33,10.37,1.53,4.03,0.87,20.40,2.43,7.67,1.80,NA,NA,NA,38.00,55.00,3.13,307.33,0.00,0.00,398.67,736.33,0.07
2017-07-05 13:00:00,43.50,93.25,2.80,13.98,9.72,3.97,6.50,0.94,21.90,2.25,7.35,1.93,NA,NA,NA,38.98,56.25,1.90,260.25,0.00,0.00,398.75,735.50,0.08
2017-07-05 14:00:00,50.75,123.25,2.13,16.40,10.42,3.88,8.02,1.08,23.62,3.47,8.62,2.22,NA,NA,NA,36.20,63.25,1.85,199.75,0.00,0.00,222.75,734.25,0.00
2017-07-05 15:00:00,63.67,163.33,3.03,17.77,11.93,4.63,11.13,1.47,16.57,6.43,9.53,2.60,NA,NA,NA,35.60,62.67,3.27,273.00,0.00,0.00,175.33,733.00,0.10
2017-07-05 16:00:00,56.33,170.33,2.80,21.30,13.60,3.87,16.00,1.58,14.73,4.87,9.20,2.70,NA,NA,NA,35.37,62.33,1.93,274.67,0.00,0.00,120.00,733.00,0.10
2017-07-05 17:00:00,61.50,168.50,2.40,27.00,16.32,5.45,29.97,1.47,11.17,4.65,10.50,3.60,NA,NA,NA,35.18,62.75,1.53,276.75,0.00,0.00,49.75,733.00,0.10
2017-07-05 18:00:00,67.00,189.50,2.82,27.17,16.75,5.50,24.73,1.56,8.93,6.10,13.25,4.52,NA,NA,NA,33.92,66.25,1.03,272.50,0.00,0.00,9.25,734.25,0.08
2017-07-05 19:00:00,63.00,175.50,2.82,27.93,17.15,5.50,23.55,1.74,6.10,6.23,14.05,4.95,NA,NA,NA,33.40,67.00,0.68,290.75,0.00,0.00,4.00,735.75,0.05
2017-07-05 20:00:00,68.75,196.50,3.07,24.48,15.52,5.35,23.43,1.66,4.35,6.48,16.85,5.48,NA,NA,NA,32.77,66.50,1.55,313.00,0.00,0.00,4.00,736.00,0.08
2017-07-05 21:00:00,67.00,176.50,1.68,23.47,13.82,4.50,18.97,1.54,5.18,6.62,23.57,5.25,NA,NA,NA,32.08,66.00,2.08,288.50,0.00,0.00,4.00,737.00,0.10
2017-07-05 22:00:00,58.75,149.25,2.57,18.45,11.90,4.25,12.78,1.23,7.15,7.08,32.93,4.43,NA,NA,NA,31.22,66.25,0.98,275.50,0.00,0.00,4.00,737.00,0.10
2017-07-05 23:00:00,43.00,126.00,2.93,16.93,11.40,4.37,9.23,1.03,2.70,6.97,33.33,3.27,NA,NA,NA,30.67,66.67,1.10,283.33,0.00,0.00,4.00,737.00,0.10
2017-07-06 00:00:00,48.00,99.50,1.80,15.85,9.90,4.12,4.93,0.81,7.08,4.15,20.55,2.10,NA,NA,NA,30.28,66.50,1.90,300.50,0.00,0.00,4.00,736.00,0.10
2017-07-06 01:00:00,36.67,94.67,3.00,13.87,9.83,5.03,4.57,0.69,7.93,2.87,15.23,1.50,NA,NA,NA,30.23,66.33,0.80,297.00,0.00,0.00,4.00,735.33,0.07
2017-07-06 02:00:00,38.25,89.50,3.50,14.55,10.58,5.23,2.95,0.56,66.33,2.15,10.83,1.10,NA,NA,NA,29.75,67.00,0.35,295.25,0.00,0.00,4.00,735.00,0.05
2017-07-06 03:00:00,39.00,94.00,2.45,16.70,10.90,5.35,7.90,0.57,10.95,4.00,16.65,0.90,NA,NA,NA,29.50,67.00,0.60,295.00,0.00,0.00,4.00,735.00,0.10
2017-07-06 04:00:00,44.50,110.75,3.40,17.22,11.92,5.35,33.80,0.62,5.60,4.15,15.25,1.05,NA,NA,NA,28.85,71.00,1.28,298.00,0.00,0.00,4.00,735.00,0.08
2017-07-06 05:00:00,47.75,131.00,2.90,15.43,10.58,4.32,33.45,0.66,7.15,4.08,12.00,1.35,NA,NA,NA,28.38,75.25,1.45,290.25,0.00,0.00,6.50,736.00,0.10
2017-07-06 06:00:00,44.00,112.67,1.83,13.97,8.90,3.60,22.20,0.82,5.07,3.47,9.43,1.47,NA,NA,NA,28.53,77.33,1.47,283.67,0.00,0.00,64.67,737.00,0.10
